date,amount,description,transaction_type,source
2025-10-20,-12.62,STEAM PURCHASE SYDNEY,expense,ANZ
2025-10-20,2407.39,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-21,-54.1,CALTEX VICTORIA PARK,expense,ANZ
2025-10-22,-74.41,FARMER JACKS SUBIACO,expense,ANZ
2025-10-22,-12.46,NANDO'S ROCKINGHAM,expense,ANZ
2025-10-22,2536.43,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-23,2562.24,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-23,24.07,REFUND,income,ANZ
2025-10-24,-41.73,TARGET PERTH,expense,ANZ
2025-10-24,-84.51,COLES NEDLANDS,expense,ANZ
2025-10-24,-78.8,AMPOL CLAREMONT,expense,ANZ
2025-10-24,-76.23,WOOLWORTHS PERTH,expense,ANZ
2025-10-25,-47.1,TARGET PERTH,expense,ANZ
2025-10-25,-142.18,EBAY SYDNEY,expense,ANZ
2025-10-26,2408.56,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-28,2408.66,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-29,2925.81,SALARY EMPLOYER PTY LTD,income,ANZ
2025-10-29,2437.39,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-30,-11.62,STEAM PURCHASE SYDNEY,expense,ANZ
2025-10-30,2455.91,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-10-31,2488.11,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-01,2859.85,SALARY EMPLOYER PTY LTD,income,ANZ
2025-11-01,-180.5,WATER CORPORATION PERTH,expense,ANZ
2025-11-01,-177.36,IINET LTD SYDNEY,expense,ANZ
2025-11-02,2546.75,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-03,-300.0,RENT,expense,Bankwest
2025-11-03,-13.01,THE COFFEE CLUB GARDEN CITY,expense,ANZ
2025-11-04,-15.27,GUZMAN Y GOMEZ PERTH,expense,ANZ
2025-11-07,2563.05,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-08,2509.15,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-08,-45.24,BP SUBIACO,expense,ANZ
2025-11-09,2572.8,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-09,26.18,INTEREST PAYMENT,income,ANZ
2025-11-10,2400.41,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-10,-49.73,CHEMIST WAREHOUSE SUBIACO,expense,ANZ
2025-11-10,-70.52,SHELL PERTH,expense,ANZ
2025-11-12,-43.44,TERRY WHITE CHEMMART CLAREMONT,expense,ANZ
2025-11-12,2572.99,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-12,-76.31,UBER SYDNEY,expense,ANZ
2025-11-13,-105.63,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-11-13,2568.06,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-14,2562.28,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-15,2508.34,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-16,2405.25,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-17,2407.27,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-17,-57.15,KMART CAROUSEL,expense,ANZ
2025-11-17,-132.6,ALDI MIDLAND,expense,ANZ
2025-11-18,-30.93,SUBWAY PERTH,expense,ANZ
2025-11-19,2495.85,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-21,-75.46,ALDI PERTH,expense,ANZ
2025-11-21,-51.56,IGA LEEDERVILLE,expense,ANZ
2025-11-21,344.13,TAX REFUND ATO,income,ANZ
2025-11-21,2488.25,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-22,-9.33,MCDONALD'S PERTH,expense,ANZ
2025-11-22,385.42,TAX REFUND ATO,income,ANZ
2025-11-23,2498.63,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-24,-91.97,ALDI CANNINGTON,expense,ANZ
2025-11-24,-126.37,EBAY SYDNEY,expense,ANZ
2025-11-24,2541.22,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-26,2539.91,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-27,3041.58,SALARY EMPLOYER PTY LTD,income,ANZ
2025-11-27,-17.22,THE COFFEE CLUB PERTH,expense,ANZ
2025-11-28,-34.84,NANDO'S PERTH,expense,ANZ
2025-11-28,2567.95,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-11-30,-58.14,CALTEX PERTH,expense,ANZ
2025-12-01,-300.0,RENT,expense,Bankwest
2025-12-01,2476.38,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-02,2471.43,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-03,2543.2,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-03,-116.52,WOOLWORTHS PERTH,expense,ANZ
2025-12-04,2403.52,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-04,-109.61,AMAZON SYDNEY,expense,ANZ
2025-12-05,-11.29,APPLE.COM/BILL SYDNEY,expense,ANZ
2025-12-05,2568.52,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-05,-17.34,THE COFFEE CLUB PERTH,expense,ANZ
2025-12-05,-72.1,ALDI CANNINGTON,expense,ANZ
2025-12-07,-58.25,ALIEXPRESS NORTH SYDNEY,expense,ANZ
2025-12-07,-28.67,SUBWAY NORTHBRIDGE,expense,ANZ
2025-12-07,-33.38,THE COFFEE CLUB PERTH,expense,ANZ
2025-12-10,-84.19,AMPOL CLAREMONT,expense,ANZ
2025-12-10,-381.09,IB TRANSFER TO SAVINGS,expense,Bankwest
2025-12-11,-83.47,AMPOL CLAREMONT,expense,ANZ
2025-12-12,2476.84,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-12,-94.15,CALTEX PERTH,expense,ANZ
2025-12-14,2498.0,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-15,2419.47,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-17,2519.51,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-18,-129.68,EBAY SYDNEY,expense,ANZ
2025-12-18,2475.76,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-18,-77.07,AMPOL WEST PERTH,expense,ANZ
2025-12-20,-94.82,IGA LEEDERVILLE,expense,ANZ
2025-12-21,-80.37,EBAY SYDNEY,expense,ANZ
2025-12-21,2406.25,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-22,-60.87,FARMER JACKS WEMBLEY,expense,ANZ
2025-12-22,2400.92,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-23,-38.35,THE COFFEE CLUB PERTH,expense,ANZ
2025-12-23,2463.93,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-24,-12.38,TERRY WHITE CHEMMART SUBIACO,expense,ANZ
2025-12-24,-122.57,EBAY SYDNEY,expense,ANZ
2025-12-24,2494.82,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-25,2575.17,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-26,-31.58,MCDONALD'S NORTHBRIDGE,expense,ANZ
2025-12-26,-124.69,AMAZON SYDNEY,expense,ANZ
2025-12-26,2590.12,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-27,-11.83,STEAM PURCHASE SYDNEY,expense,ANZ
2025-12-27,-45.49,MCDONALD'S FREMANTLE,expense,ANZ
2025-12-27,2429.09,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-29,2566.02,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-29,-89.31,AMPOL CLAREMONT,expense,ANZ
2025-12-30,2538.84,SALARY EMPLOYER PAYROLL,income,Bankwest
2025-12-31,2545.26,SALARY EMPLOYER PAYROLL,income,Bankwest
2026-01-01,2581.02,SALARY EMPLOYER PAYROLL,income,Bankwest
2026-01-02,24.04,INTEREST PAYMENT,income,ANZ
2026-01-02,-58.37,DOME CAFE COTTESLOE,expense,ANZ
2026-01-03,2557.65,SALARY EMPLOYER PAYROLL,income,Bankwest
2026-01-03,-368.47,IB TRANSFER TO SAVINGS,expense,Bankwest
2026-01-04,-75.07,FARMER JACKS SUBIACO,expense,ANZ
2026-01-04,-19.71,THE COFFEE CLUB PERTH,expense,ANZ
2026-01-05,2547.51,SALARY EMPLOYER PAYROLL,income,Bankwest
2026-01-06,2441.41,SALARY EMPLOYER PAYROLL,income,Bankwest
2026-01-06,-89.69,ALDI MORLEY,expense,ANZ
