date,amount,description,transaction_type,source
2025-01-10,-40.86,NANDO'S JOONDALUP,expense,Bank_A
2025-01-09,-17.21,THE COFFEE CLUB GARDEN CITY,expense,Bank_A
2025-01-08,-21.46,GUZMAN Y GOMEZ FREMANTLE,expense,Bank_A
2025-01-08,-51.97,WOOLWORTHS FREMANTLE,expense,Bank_A
2025-01-07,-78.3,BP FREMANTLE,expense,Bank_A
2025-01-07,-77.43,FARMER JACKS WEMBLEY,expense,Bank_A
2025-01-06,-35.34,DOME CAFE SUBIACO,expense,Bank_A
2025-01-05,-33.77,AMPOL WEST PERTH,expense,Bank_A
2025-01-04,-81.61,CALTEX PERTH,expense,Bank_A
2025-01-03,-56.51,TARGET INNALOO,expense,Bank_A
2025-01-02,-82.48,BUNNINGS OSBORNE PARK,expense,Bank_A
2025-01-02,-16.4,GUZMAN Y GOMEZ SUBIACO,expense,Bank_A
2025-01-01,-98.14,AMAZON SYDNEY,expense,Bank_A
